          10   2.6248899999999999E-003 -0.10269399999999999        4.2490600000000001        1796.0304764555258       -841.99831585789161     
          11   2.6244699999999998E-003 -0.13463100000000000        4.2489200000000000        1293.9540537803200       -583.39295265808232     
          12   2.6221500000000002E-003 -0.17298700000000000        4.2476500000000001        938.29713617558014       -402.15758485362812     
          13   2.6220800000000002E-003 -0.22208200000000000        4.2480700000000002        679.98543670045126       -272.07388182239777     
          14   2.6220499999999999E-003 -0.28690599999999999        4.2413299999999996        486.37380811688058       -175.62349013500295     
          24   3.0428899999999999E-003 -0.10267200000000000        4.6794599999999997        1562.2382373613211       -865.10550537886866     
          25   3.0436600000000001E-003 -0.13452800000000001        4.6821599999999997        1127.1320379354761       -606.55857931534888     
          26   3.0432400000000000E-003 -0.17273700000000000        4.6851099999999999        818.62371626729282       -424.37095899535234     
          27   3.0421500000000000E-003 -0.22199099999999999        4.6899199999999999        593.82241416996180       -291.98448055686720     
          28   3.0369099999999999E-003 -0.28688399999999997        4.6753200000000001        426.16127608586851       -192.89455838780520     
          38   3.6258900000000001E-003 -0.10264800000000000        5.3180500000000004        1326.9535828446737       -875.05814047139074     
          39   3.6251600000000001E-003 -0.13441400000000001        5.3171999999999997        959.66155821656253       -620.56846032354315     
          40   3.6265899999999998E-003 -0.17285600000000001        5.3221299999999996        696.36232247425278       -438.86889200217570     
          41   3.6289700000000000E-003 -0.22186700000000001        5.3155999999999999        506.10494123685987       -306.65491384149163     
          42   3.6252200000000002E-003 -0.28770000000000001        5.2422800000000001        361.21040156029409       -204.04385463827202     
          52   4.3692100000000001E-003 -0.10263400000000000        6.1607300000000000        1116.4892440047831       -776.54892196868786     
          53   4.3702200000000002E-003 -0.13444900000000001        6.1606399999999999        807.84221931020727       -553.50747034393908     
          54   4.3700900000000001E-003 -0.17277699999999999        6.1453100000000003        587.49763787673010       -393.74812817146267     
          55   4.3673499999999999E-003 -0.22175600000000001        6.1315499999999998        428.47042399787586       -277.74149526734550     
          56   4.3835300000000001E-003 -0.28845799999999999        6.0109500000000002        303.39435950728034       -183.75252190224711     
          66   5.2141200000000000E-003 -0.10255400000000001        7.1419300000000003        948.74510821198578       -673.55533915694355     
          67   5.2129200000000002E-003 -0.13448499999999999        7.1459299999999999        687.05109566432066       -482.72486800954994     
          68   5.2148600000000000E-003 -0.17271500000000001        7.1211500000000001        500.54924946618451       -345.55490414657788     
          69   5.2196300000000003E-003 -0.22251699999999999        7.0374200000000000        362.58308356095813       -242.09194575892241     
          70   5.2266300000000003E-003 -0.28864600000000001        6.6923800000000000        256.83946837549564       -159.21016350251034     
          80   6.2051199999999997E-003 -0.10257600000000000        8.3050700000000006        806.75246689452160       -625.06144497068362     
          81   6.2061299999999998E-003 -0.13430400000000001        8.2809600000000003        585.37615248441045       -448.70612711038461     
          82   6.2031600000000001E-003 -0.17264800000000000        8.2445299999999992        427.01172160623315       -321.91656128999739     
          83   6.2082200000000004E-003 -0.22225500000000001        8.0999099999999995        309.86435851497447       -226.11270987602177     
          84   6.2061199999999999E-003 -0.29004700000000000        7.5962300000000003        218.06614212804391       -147.40922868830341     
          94   8.0985499999999995E-003 -0.10255499999999999        10.551500000000001        628.23925474666544       -541.21016362351008     
          95   8.1035599999999992E-003 -0.13445799999999999        10.534500000000000        456.00522040930599       -389.30682589091850     
          96   8.0964899999999996E-003 -0.17285000000000000        10.454300000000000        333.41411941001274       -280.32993089629400     
          97   8.0966500000000004E-003 -0.22209599999999999        10.296600000000000        243.79322630321474       -199.39559676807744     
          98   8.1491500000000008E-003 -0.28948600000000002        9.5859699999999997        171.11971257141795       -130.26765040923357     
         108   1.2000200000000001E-002 -0.10256000000000000        15.266900000000000        430.64028968564133       -418.49454044431684     
         109   1.1986699999999999E-002 -0.13456299999999999        15.262900000000000        314.07585204826108       -302.48512153013564     
         110   1.2019000000000000E-002 -0.17302699999999999        15.139200000000001        229.53576494076484       -217.64698954431611     
         111   1.2018800000000000E-002 -0.22322100000000000        14.521000000000001        166.89910816625701       -152.61844600581625     
         112   1.2065100000000000E-002 -0.28914299999999998        12.824900000000000        117.75541621191462       -98.887941848041066     
         122   1.9657600000000001E-002 -0.10258800000000000        20.643000000000001        254.09010698319480       -264.87523392467153     
         123   1.9745499999999999E-002 -0.13450400000000001        20.501300000000001        184.54350735133033       -190.38246216695569     
         124   2.0027699999999999E-002 -0.17310800000000001        19.813800000000001        132.68194693703975       -133.51995415767504     
         125   2.0203300000000000E-002 -0.22248999999999999        18.666399999999999        96.099617636472772       -92.706104509068410     
         126   2.3567999999999999E-002 -0.29458200000000001        14.780300000000000        54.657858579082628       -44.995508096707184     
